,2,3,4,5,6,7,8,10,16,24
10323,0.9893702454077348,0.9931424041647816,0.9941617094769478,0.9946416633019887,0.9987985029246302,0.9989329515919427,0.9982253086419752,0.9981481481481481,0.9981481481481481,0.9981481481481481
3674,0.942681128571866,0.9449259470540383,0.9038003173949386,0.859977190343618,0.8660405287678139,0.8652992607551171,0.8651395472512655,0.8619511532208146,0.7950894134872503,0.7778604307049083
823,0.9595843126494408,0.9586726863910424,0.9464485869531324,0.809918039914439,0.8016583163155521,0.8003009565769006,0.8012519127181643,0.7987465603224947,0.7927251269223444,0.7808585635428466
7422,0.9514464278749895,0.8545369301411122,0.8533598574427399,0.84067649439101,0.8367023917245299,0.8333358496859467,0.8292955882377784,0.7772254202154739,0.748511404862205,0.7541207683860738
14964,0.999537037037037,0.999537037037037,0.999537037037037,0.999537037037037,0.999537037037037,0.999537037037037,0.999537037037037,0.999537037037037,0.999537037037037,0.999537037037037
8468,0.9497113606971185,0.9469922662506322,0.8479811477593422,0.8408732585255002,0.8419050380334713,0.8223556358355084,0.8213804938055301,0.7617625605015507,0.7839474114893662,0.7785286005376176
9195,0.9589019911310993,0.8953758172778808,0.8832440416397205,0.8799932279730822,0.8794946549758268,0.8821359572598965,0.9012967508394744,0.9010762725886168,0.873155995720941,0.8822386898366885
13280,0.9998445998445997,0.9990740740740741,0.9990740740740741,0.9990740740740741,0.9990740740740741,0.9990740740740741,0.9990740740740741,0.9990740740740741,0.9990740740740741,0.9990740740740741
13213,0.9797554620541937,0.969430482512486,0.9695526509549701,0.9693409592416296,0.9701108991625722,0.9601985958407128,0.9600758852881162,0.9602941052915521,0.9570034712919506,0.9792704127933861
16519,0.999537037037037,0.999537037037037,0.999537037037037,0.999537037037037,0.999537037037037,0.999537037037037,0.999537037037037,0.999537037037037,0.999537037037037,0.999537037037037
11345,0.9368828624514993,0.9487749268474415,0.9583913949180589,0.9590454874872943,0.9632723833051786,0.9625467328220633,0.9627689864032222,0.9628639880740867,0.9642243662354762,0.9741040502755678
